"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00048758","1935-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","13.4","0","0.0",",0","8",",0","5",",0","0",",0","","","3",",0","0",",0","31",",0","2",",0","0",",0","0",",0","","","19351216",",,0","","","19351211",",,0","","","19351211",",,0","19351202",",,0","-16.1",",0,16,","","","246",",,0,11,","24.6",",,0,11,","8.9",",0,02,","","","1854.7","0","619.6",",0","","","","","70.4",",,,0","406",",,,0","-1.65",",0","4.32",",,,0","-7.63",",,,0","",""
"USC00048758","1936-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","16",",0","15",",0","4",",0","","","5",",0","0",",0","30",",0","5",",0","0",",0","0",",0","","","19360117",",,0","","","19360131",",,0","","","19360110",",,0","19360103",",,0","-16.1",",0,17,","","","201",",,0,31,","52.8",",,0,10,","8.3",",0,03,","","","2489.7","0","635.0",",0","","","","","259.8",",,,0","368",",,,0","-2.15",",0","3.08",",,,0","-7.38",",,,0","",""
"USC00048758","1936-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","16",",0","13",",0","6",",0","","","6",",0","2",",0","29",",0","6",",0","0",",0","0",",0","","","19360203",",,0","","","19360222",",,0","","","19360211",",,0","19360229",",,0","-19.4",",0,03,","","","361",",,0,22,","50.8",",,0,11,","9.4",",0,29,","","","3092.3","0","602.6",",0","","","","","328.0",",,,0","1459",",,,0","-2.45",",0","2.77",",,,0","-7.66",",,,0","",""
"USC00048758","1936-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","","","5",",0","0",",0","30",",0","4",",0","0",",0","0",",0","","","19360326",",,0","","","19360330",",,0","","","19360330",",,0","19360313","+,,0","-13.3",",0,26,","","","191",",,0,30,","19.1",",,0,30,","11.7",",0,13,+","","","3637.7","0","545.4",",0","","","","","54.0",",,,0","540",",,,0","0.74",",0","7.48",",,,0","-6.00",",,,0","",""
"USC00048758","1936-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","","","2",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","19360401",",,0","","","19360403",",,0","","","19360403",",,0","19360416","+,,0","-13.3",",0,01,","","","130",",,0,03,","13.0",",,0,03,","17.2",",0,16,+","","","4061.7","0","424.0",",0","","","","","27.8",",,,0","212",",,,0","4.20",",0","11.68",",,,0","-3.28",",,,0","",""
"USC00048758","1936-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","","","0",",0","0",",0","16",",0","0",",0","6",",0","0",",0","","","19360520","+,,0","","","19360531","+,,0","","","19360530","+,,0","19360525",",,0","-3.9",",0,20,+","","","0",",,0,31,+","1.3",",,0,30,+","24.4",",0,25,","","","4365.4","0","303.7",",0","","","","","3.9",",,,0","0",",,,0","8.54",",0","16.38",",,,0","0.70",",,,0","",""
"USC00048758","1936-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","7",",0","1",",0","1",",0","","","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","19360601",",,0","","","19360630","+,,0","","","19360606",",,0","19360623","+,,0","-2.2",",0,01,","","","0",",,0,30,+","37.1",",,0,06,","28.3",",0,23,+","","","4556.9","0","191.5",",0","","","","","45.0",",,,0","0",",,,0","11.95",",0","20.48",",,,0","3.42",",,,0","",""
"USC00048758","1936-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","16.1","0","16.1",",0","3",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19360711",",,0","","","19360731","+,,0","","","19360709",",,0","19360718",",,0","1.7",",0,11,","","","0",",,0,31,+","2.8",",,0,09,","31.1",",0,18,","","","50.3","0","50.3",",0","","","","","5.3",",,,0","0",",,,0","17.23",",0","26.65",",,,0","7.82",",,,0","",""
"USC00048758","1936-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","21.3","0","5.2",",0","4",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19360825",",,0","","","19360831","+,,0","","","19360811",",,0","19360808",",,0","1.7",",0,25,","","","0",",,0,31,+","3.3",",,0,11,","29.4",",0,08,","","","108.1","0","57.8",",0","","","","","5.4",",,,0","0",",,,0","16.64",",0","26.43",",,,0","6.85",",,,0","",""
"USC00048758","1936-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","21.3","0","0.0",",0","3",",0","2",",0","0",",0","","","0",",0","0",",0","5",",0","0",",0","17",",0","0",",0","","","19360914",",,0","","","19360930","+,,0","","","19360904",",,0","19360924","+,,0","-2.8",",0,14,","","","0",",,0,30,+","11.2",",,0,04,","26.1",",0,24,+","","","310.2","0","202.1",",0","","","","","15.6",",,,0","0",",,,0","11.60",",0","20.84",",,,0","2.35",",,,0","",""
"USC00048758","1936-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","21.3","0","0.0",",0","3",",0","2",",0","0",",0","","","0",",0","0",",0","14",",0","0",",0","5",",0","0",",0","","","19361029","+,,0","","","19361031","+,,0","","","19361018",",,0","19361011","+,,0","-3.3",",0,29,+","","","0",",,0,31,+","3.8",",,0,18,","22.8",",0,11,+","","","635.3","0","325.1",",0","","","","","6.9",",,,0","0",",,,0","7.85",",0","15.49",",,,0","0.21",",,,0","",""
"USC00048758","1936-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","","","0.0",",0","14",",0","8",",0","1",",0","","","6",",0","0",",0","31",",0","8",",0","0",",0","0",",0","","","19361229",",,0","","","19361226",",,0","","","19361226",",,0","19361222",",,0","-15.0",",0,29,","","","419",",,0,26,","41.9",",,0,26,","9.4",",0,22,","","","","","606.9",",0","","","","","112.5",",,,0","836",",,,0","-1.25",",0","4.03",",,,0","-6.52",",,,0","",""
"USC00048758","1937-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","13",",0","10",",0","2",",0","","","10",",0","8",",0","31",",0","27",",0","0",",0","0",",0","","","19370121","+,,0","","","19370128",",,0","","","19370128",",,0","19370104",",,0","-25.6",",0,21,+","","","320",",,0,28,","32.0",",,0,28,","3.9",",0,04,","","","","","837.2",",0","","","","","142.0",",,,0","1420",",,,0","-8.67",",0","-3.56",",,,0","-13.78",",,,0","",""
"USC00048758","1937-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","11",",0","8",",0","3",",0","","","2",",0","0",",0","28",",0","4",",0","0",",0","0",",0","","","19370209",",,0","","","19370201",",,0","","","19370204",",,0","19370223",",,0","-17.2",",0,09,","","","185",",,0,01,","93.0",",,0,04,","10.0",",0,23,","","","","","568.1",",0","","","","","231.6",",,,0","241",",,,0","-1.96",",0","3.77",",,,0","-7.69",",,,0","",""
"USC00048758","1937-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","15",",0","7",",0","0",",0","","","6",",0","0",",0","30",",0","3",",0","0",",0","0",",0","","","19370319",",,0","","","19370319",",,0","","","19370319",",,0","19370308",",,0","-10.6",",0,19,","","","173",",,0,19,","17.3",",,0,19,","11.1",",0,08,","","","","","552.7",",0","","","","","57.8",",,,0","494",",,,0","0.50",",0","6.08",",,,0","-5.08",",,,0","",""
"USC00048758","1937-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","","","3",",0","0",",0","27",",0","1",",0","0",",0","0",",0","","","19370407",",,0","","","19370405",",,0","","","19370405",",,0","19370414",",,0","-11.1",",0,07,","","","208",",,0,05,","20.8",",,0,05,","15.6",",0,14,","","","","","476.3",",0","","","","","49.0",",,,0","304",",,,0","2.46",",0","8.85",",,,0","-3.94",",,,0","",""
"USC00048758","1937-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","0",",0","0",",0","16",",0","0",",0","9",",0","0",",0","","","19370510","+,,0","","","19370517",",,0","","","19370517",",,0","19370522","+,,0","-3.9",",0,10,+","","","18",",,0,17,","1.8",",,0,17,","23.9",",0,22,+","","","","","289.6",",0","","","","","3.3",",,,0","18",",,,0","8.99",",0","17.94",",,,0","0.05",",,,0","",""
"USC00048758","1937-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","","","0",",0","0",",0","6",",0","0",",0","15",",0","0",",0","","","19370617","+,,0","","","19370630","+,,0","","","19370615",",,0","19370627",",,0","-1.7",",0,17,+","","","0",",,0,30,+","20.6",",,0,15,","28.3",",0,27,","","","","","197.6",",0","","","","","26.2",",,,0","0",",,,0","11.75",",0","20.19",",,,0","3.30",",,,0","",""
"USC00048758","1937-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","6.4","0","6.4",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19370718","+,,0","","","19370731","+,,0","","","19370712",",,0","19370721","+,,0","2.8",",0,18,+","","","0",",,0,31,+","0.8",",,0,12,","30.6",",0,21,+","","","52.2","0","52.2",",0","","","","","0.8",",,,0","0",",,,0","16.85",",0","26.88",",,,0","6.83",",,,0","",""
"USC00048758","1937-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","12.8","0","6.4",",0","0",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19370830",",,0","","","19370831","+,,0","","","19370831","+,,0","19370811",",,0","1.1",",0,30,","","","0",",,0,31,+","0.0",",,0,31,+","31.7",",0,11,","","","114.1","0","61.9",",0","","","","","0.0",",,,0","0",",,,0","16.54",",0","26.70",",,,0","6.38",",,,0","",""
"USC00048758","1937-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","12.8","0","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","","","19370930","+,,0","","","19370930","+,,0","","","19370909",",,0","19370914",",,0","0.0",",0,30,+","","","0",",,0,30,+","1.5",",,0,09,","29.4",",0,14,","","","269.1","0","155.0",",0","","","","","1.5",",,,0","0",",,,0","13.17",",0","22.89",",,,0","3.44",",,,0","",""
"USC00048758","1937-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","12.8","0","0.0",",0","6",",0","4",",0","0",",0","","","0",",0","0",",0","20",",0","0",",0","0",",0","0",",0","","","19371007",",,0","","","19371031","+,,0","","","19371002",",,0","19371026","+,,0","-3.3",",0,07,","","","0",",,0,31,+","14.2",",,0,02,","20.6",",0,26,+","","","599.9","0","330.8",",0","","","","","39.1",",,,0","0",",,,0","7.66",",0","15.41",",,,0","-0.09",",,,0","",""
"USC00048758","1937-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","12.8","0","0.0",",0","12",",0","8",",0","1",",0","","","1",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","19371113","+,,0","","","19371111",",,0","","","19371116",",,0","19371102","+,,0","-7.2",",0,13,+","","","38",",,0,11,","41.7",",,0,16,","15.0",",0,02,+","","","1067.3","0","467.4",",0","","","","","124.7",",,,0","38",",,,0","2.75",",0","8.20",",,,0","-2.70",",,,0","",""
"USC00048758","1937-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","12.8","0","0.0","2,0","6",",0","4",",0","3",",0","","","1",",0","0","1,0","29","1,0","2","1,0","0","1,0","0","1,0","","","19371224","+,1,0","","","19371222",",,0","","","19371210",",,0","19371229",",1,0","-13.3","1,0,24,+","","","132",",,0,22,","120.1",",,0,10,","11.1","1,0,29,","","","1590.8","0","523.5","1,0","","","","","262.3",",,,0","150",",,,0","0.37","2,0","6.27","1,,,0","-5.54","1,,,0","",""
"USC00048758","1938-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","12",",0","7",",0","1",",0","30",",0","9",",0","0",",0","30",",0","2",",0","0",",0","0",",0","","","19380124",",,0","19380131",",,0","19380131",",,0","","","19380131",",,0","19380127",",,0","-13.3",",0,24,","1168",",,0,31,","762",",,0,31,","53.8",",,0,31,","9.4",",0,27,","","","2189.4","0","598.6",",0","","","","","133.1",",,,0","1677",",,,0","-0.98",",0","4.39",",,,0","-6.35",",,,0","",""
"USC00048758","1938-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","16",",0","14",",0","7",",0","28",",0","16",",0","1",",0","28",",0","14",",0","0",",0","0",",0","","","19380217",",,0","19380213",",,0","19380210",",,0","","","19380210",",,0","19380227",",,0","-20.0",",0,17,","3226",",,0,13,","940",",,0,10,","65.5",",,0,10,","8.3",",0,27,","","","2781.1","0","591.7",",0","","","","","348.9",",,,0","4419",",,,0","-2.80",",0","1.64",",,,0","-7.24",",,,0","",""
"USC00048758","1938-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","19",",0","12",",0","6",",0","31",",0","13",",0","0",",0","30",",0","4",",0","0",",0","0",",0","","","19380321",",,0","19380323",",,0","19380316","+,,0","","","19380312",",,0","19380310",",,0","-16.1",",0,21,","2083",",,0,23,","305",",,0,16,+","48.0",",,0,12,","6.7",",0,10,","","","3419.0","0","637.9",",0","","","","","292.4",",,,0","1981",",,,0","-2.24",",0","2.56",",,,0","-7.05",",,,0","",""
"USC00048758","1938-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","7",",0","5",",0","1",",0","30",",0","1",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","19380406",",,0","19380404",",,0","19380404",",,0","","","19380404",",,0","19380421","+,,0","-11.7",",0,06,","1981",",,0,04,","356",",,0,04,","33.3",",,0,04,","13.9",",0,21,+","","","3885.0","0","466.0",",0","","","","","45.7",",,,0","356",",,,0","2.80",",0","8.69",",,,0","-3.09",",,,0","",""
"USC00048758","1938-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","25",",0","2",",0","0",",0","18",",0","0",",0","5",",0","0",",0","","","19380503",",,0","19380502","+,,0","19380502","+,,0","","","19380527",",,0","19380526",",,0","-8.9",",0,03,","940",",,0,02,+","25",",,0,02,+","3.0",",,0,27,","23.3",",0,26,","","","4239.3","0","354.3",",0","","","","","14.4",",,,0","50",",,,0","6.90",",0","14.40",",,,0","-0.59",",,,0","",""
"USC00048758","1938-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","19380618",",,0","19380630","+,,0","19380618",",,0","","","19380629","+,,0","19380625",",,0","-1.1",",0,18,","0",",,0,30,+","0",",T,0,18,","6.9",",,0,29,+","27.2",",0,25,","","","4404.4","0","165.1",",0","","","","","31.4",",,,0","0",",T,,0","12.83",",0","21.07",",,,0","4.59",",,,0","",""
"USC00048758","1938-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","9.2","0","9.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19380711",",,0","19380731","+,,0","19380731","+,,0","","","19380726",",,0","19380723","+,,0","0.6",",0,11,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,26,","30.0",",0,23,+","","","85.5","0","85.5",",0","","","","","27.7",",,,0","0",",,,0","15.87",",0","25.13",",,,0","6.62",",,,0","",""
"USC00048758","1938-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","9.2","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19380814","+,,0","19380831","+,,0","19380831","+,,0","","","19380831","+,,0","19380805",",,0","2.8",",0,14,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","28.9",",0,05,","","","165.2","0","79.7",",0","","","","","0.0",",,,0","0",",,,0","15.76",",0","25.54",",,,0","5.99",",,,0","",""
"USC00048758","1938-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","9.2","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","","","19380905",",,0","19380930","+,,0","19380930","+,,0","","","19380927",",,0","19380914",",,0","0.0",",0,05,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,27,","26.7",",0,14,","","","317.4","0","152.2",",0","","","","","3.1",",,,0","0",",,,0","13.26",",0","22.15",",,,0","4.37",",,,0","",""
"USC00048758","1938-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","9.2","0","0.0","2,0","12",",0","6",",0","0",",0","1",",0","1",",0","0","1,0","19","1,0","0","1,0","0","1,0","0","1,0","","","19381017",",1,0","19381031",",,0","19381031",",,0","","","19381014",",,0","19381013",",1,0","-4.4","1,0,17,","51",",,0,31,","51",",,0,31,","19.1",",,0,14,","18.3","1,0,13,","","","665.3","0","347.9","1,0","","","","","60.1",",,,0","69",",,,0","6.34","2,0","12.65","1,,,0","0.03","1,,,0","",""
"USC00048758","1938-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","9.2","0","0.0",",0","6",",0","5",",0","0",",0","25",",0","5",",0","0",",0","30",",0","2",",0","0",",0","0",",0","","","19381112",",,0","19381110",",,0","19381110",",,0","","","19381130","+,,0","19381120",",,0","-16.7",",0,12,","406",",,0,10,","254",",,0,10,","16.0",",,0,30,+","11.7",",0,20,","","","1211.4","0","546.1",",0","","","","","52.1",",,,0","659",",,,0","0.13",",0","6.22",",,,0","-5.96",",,,0","",""
"USC00048758","1938-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","9.2","0","0.0",",0","5",",0","2",",0","0",",0","31",",0","2",",0","0",",0","31",",0","2",",0","0",",0","0",",0","","","19381212",",,0","19381201",",,0","19381219","+,,0","","","19381202",",,0","19381209",",,0","-10.6",",0,12,","178",",,0,01,","25",",,0,19,+","6.1",",,0,02,","11.7",",0,09,","","","1780.6","0","569.2",",0","","","","","13.0",",,,0","68",",,,0","-0.03",",0","5.11",",,,0","-5.16",",,,0","",""
"USC00048758","1939-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","11",",0","7",",0","1",",0","","","6",",0","0",",0","30",",0","6",",0","0",",0","0",",0","","","19390131","+,,0","","","19390129",",,0","","","19390104",",,0","19390101",",,0","-11.1",",0,31,+","","","137",",,0,29,","40.1",",,0,04,","12.2",",0,01,","","","2401.6","0","621.0",",0","","","","","99.8",",,,0","630",",,,0","-1.70",",0","3.12",",,,0","-6.52",",,,0","",""
"USC00048758","1939-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","10",",0","5",",0","0",",0","28",",0","8",",0","1",",0","28",",0","12",",0","0",",0","0",",0","","","19390209",",,0","19390207",",,0","19390207",",,0","","","19390207",",,0","19390214",",,0","-18.3",",0,09,","1346",",,0,07,","432",",,0,07,","21.8",",,0,07,","8.9",",0,14,","","","3026.3","0","624.7",",0","","","","","65.9",",,,0","1194",",,,0","-3.98",",0","1.67",",,,0","-9.63",",,,0","",""
"USC00048758","1939-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","11",",0","5",",0","1",",0","30","1,0","6",",0","0",",0","28",",0","4",",0","0",",0","0",",0","","","19390304","+,,0","19390309",",1,0","19390308",",,0","","","19390308",",,0","19390320",",,0","-15.0",",0,04,+","1346","1,,0,09,","483",",,0,08,","25.9",",,0,08,","15.0",",0,20,","","","3549.0","0","522.7",",0","","","","","56.9",",,,0","977",",,,0","1.47",",0","7.34",",,,0","-4.40",",,,0","",""
"USC00048758","1939-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","12",",0","0",",0","0",",0","25",",0","0",",0","2",",0","0",",0","","","19390425","+,,0","19390401",",,0","19390430","+,,0","","","19390401",",,0","19390411",",,0","-3.3",",0,25,+","229",",,0,01,","0",",,0,30,+","2.5",",,0,01,","22.2",",0,11,","","","3889.9","0","340.9",",0","","","","","3.5",",,,0","0",",,,0","6.97",",0","15.29",",,,0","-1.35",",,,0","",""
"USC00048758","1939-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","6",",0","5",",0","0",",0","2",",0","2",",0","0",",0","15",",0","0",",0","6",",0","0",",0","","","19390519",",,0","19390521","+,,0","19390521","+,,0","","","19390509",",,0","19390529",",,0","-5.6",",0,19,","51",",,0,21,+","51",",,0,21,+","18.0",",,0,09,","25.0",",0,29,","","","4188.7","0","298.8",",0","","","","","42.4",",,,0","102",",,,0","8.69",",0","16.67",",,,0","0.72",",,,0","",""
"USC00048758","1939-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","19",",0","0",",0","","","19390617",",,0","19390616",",,0","19390616",",,0","","","19390614",",,0","19390622",",,0","-3.9",",0,17,","0",",T,0,16,","13",",,0,16,","1.8",",,0,14,","27.8",",0,22,","","","4383.3","0","194.6",",0","","","","","3.9",",,,0","13",",,,0","11.85",",0","20.99",",,,0","2.70",",,,0","",""
"USC00048758","1939-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","8.3","0","8.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19390706",",,0","19390731","+,,0","19390731","+,,0","","","19390727",",,0","19390727",",,0","1.1",",0,06,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,27,","31.7",",0,27,","","","63.9","0","63.9",",0","","","","","4.4",",,,0","0",",,,0","16.54",",0","26.43",",,,0","6.65",",,,0","",""
"USC00048758","1939-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","16.6","0","8.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19390829",",,0","19390831","+,,0","19390831","+,,0","","","19390823",",,0","19390818","+,,0","2.8",",0,29,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,23,","30.6",",0,18,+","","","91.2","0","27.3",",0","","","","","2.1",",,,0","0",",,,0","17.72",",0","27.78",",,,0","7.66",",,,0","",""
"USC00048758","1939-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","16.6","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","","","19390914",",,0","19390930","+,,0","19390930","+,,0","","","19390925",",,0","19390910",",,0","-2.2",",0,14,","0",",,0,30,+","0",",,0,30,+","23.6",",,0,25,","25.0",",0,10,","","","277.1","0","185.9",",0","","","","","66.0",",,,0","0",",,,0","12.14",",0","19.86",",,,0","4.41",",,,0","",""
"USC00048758","1939-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","16.6","0","0.0","4,0","5",",0","4",",0","0",",0","1","2,0","1",",0","0","2,0","22","2,0","0","2,0","0","2,0","0","2,0","","","19391025",",2,0","19391024",",2,0","19391024",",,0","","","19391005",",,0","19391023",",2,0","-8.9","2,0,25,","127","2,,0,24,","127",",,0,24,","25.1",",,0,05,","18.9","2,0,23,","","","580.0","0","302.9","2,0","","","","","60.9",",,,0","140",",,,0","6.72","4,0","14.25","2,,,0","-0.81","2,,,0","",""
"USC00048758","1939-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","16.6","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","0",",0","0",",0","","","19391129",",,0","19391129","+,,0","19391125",",,0","","","19391125",",,0","19391103","+,,0","-6.1",",0,29,","0",",T,0,29,+","13",",,0,25,","5.6",",,0,25,","14.4",",0,03,+","","","1023.8","0","443.8",",0","","","","","6.6",",,,0","13",",,,0","3.54",",0","10.24",",,,0","-3.16",",,,0","",""
"USC00048758","1939-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","16.6","0","0.0",",0","9",",0","2",",0","0",",0","5",",0","1",",0","0",",0","25",",0","2",",0","0",",0","0",",0","","","19391225",",,0","19391214","+,,0","19391210",",,0","","","19391210",",,0","19391219",",,0","-12.2",",0,25,","25",",,0,14,+","38",",,0,10,","25.1",",,0,10,","13.3",",0,19,","","","1515.4","0","491.6",",0","","","","","36.9",",,,0","77",",,,0","2.48",",0","7.59",",,,0","-2.64",",,,0","",""
"USC00048758","1940-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0","2,0","18",",0","14",",0","6",",0","29","2,0","15","1,0","0","1,0","30","1,0","2","1,0","0","1,0","0","1,0","","","19400113",",1,0","19400112","+,2,0","19400108","+,1,0","","","19400101",",,0","19400101",",1,0","-15.6","1,0,13,","584","2,,0,12,+","254","1,,0,08,+","53.3",",,0,01,","8.3","1,0,01,","","","2074.3","0","558.9","1,0","","","","","339.1",",,,0","1142","1,,,0","-0.90","2,0","3.58","1,,,0","-5.37","1,,,0","",""
"USC00048758","1940-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","18",",0","13",",0","5",",0","29",",0","13",",0","0",",0","28",",0","1",",0","0",",0","0",",0","","","19400219",",,0","19400228",",,0","19400213",",,0","","","19400226",",,0","19400201",",,0","-14.4",",0,19,","1321",",,0,28,","356",",,0,13,","51.1",",,0,26,","6.7",",0,01,","","","2633.4","0","559.1",",0","","","","","302.0",",,,0","1893",",,,0","-0.95",",0","3.39",",,,0","-5.29",",,,0","",""
"USC00048758","1940-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","0","0.0",",0","9",",0","8",",0","3",",0","31",",0","4",",0","0",",0","27",",0","2",",0","0",",0","0",",0","","","19400312",",,0","19400310",",,0","19400310",",,0","","","19400326",",,0","19400321",",,0","-15.0",",0,12,","1219",",,0,10,","381",",,0,10,","65.3",",,0,26,","14.4",",0,21,","","","3155.1","0","521.7",",0","","","","","197.7",",,,0","533",",,,0","1.50",",0","7.30",",,,0","-4.29",",,,0","",""
